1634913959 11787 0 0 0 0 0 0 0 0 0 0 0 0 0
1634914376 11788 0 0 0 0 0 0 0 0 0 0 0 0 0
1634970204 14814 0 0 0 0 0 0 0 0 0 0 0 0 0
1634970466 14838 0 0 0 0 0 0 0 0 0 0 0 0 0
1634970564 14859 0 0 0 0 0 0 0 0 0 0 0 0 0
1634970645 14902 0 0 0 0 0 0 0 0 0 0 0 0 0
1634970737 14914 0 0 0 0 0 0 0 0 0 0 0 0 0
1634970894 14927 0 0 0 0 0 0 0 0 0 0 0 0 0
1634994684 15035 0 0 0 0 0 0 0 0 0 0 0 0 0
1634995432 15069 0 0 0 0 0 0 0 0 0 0 0 0 0
1634995773 15072 0 0 0 0 0 0 0 0 0 0 0 0 0
1635000024 15101 0 0 0 0 0 0 0 0 0 0 0 0 0
1635037528 15389 0 0 0 0 0 0 0 0 0 0 0 0 0
1635040310 15419 0 0 0 0 0 0 0 0 0 0 0 0 0
1635040458 15424 0 0 0 0 0 0 0 0 0 0 0 0 0
1635044881 15432 0 0 0 0 0 0 0 0 0 0 0 0 0
1635045271 15559 0 0 0 0 0 0 0 0 0 0 0 0 0
1635045389 15576 0 0 0 0 0 0 0 0 0 0 0 0 0
1635069669 15578 0 0 0 0 0 0 0 0 0 0 0 0 0
1635069746 15590 0 0 0 0 0 0 0 0 0 0 0 0 0
1635069845 15613 0 0 0 0 0 0 0 0 0 0 0 0 0
1635069907 15615 0 0 0 0 0 0 0 0 0 0 0 0 0
1635070135 15624 0 0 0 0 0 0 0 0 0 0 0 0 0
1635070629 15630 0 0 0 0 0 0 0 0 0 0 0 0 0
1635070928 15674 0 0 0 0 0 0 0 0 0 0 0 0 0
1635071979 15681 0 0 0 0 0 0 0 0 0 0 0 0 0
1635074458 15682 0 0 0 0 0 0 0 0 0 0 0 0 0
1635089112 15689 0 0 0 0 0 0 0 0 0 0 0 0 0
1635089205 15705 0 0 0 0 0 0 0 0 0 0 0 0 0
1635089239 15720 0 0 0 0 0 0 0 0 0 0 0 0 0
1635089787 15721 0 0 0 0 0 0 0 0 0 0 0 0 0
1635089871 15757 0 0 0 0 0 0 0 0 0 0 0 0 0
1635089919 15762 0 0 0 0 0 0 0 0 0 0 0 0 0
1635093561 15774 0 0 0 0 0 0 0 0 0 0 0 0 0
1635093819 15868 0 0 0 0 0 0 0 0 0 0 0 0 0
1635093879 15874 0 0 0 0 0 0 0 0 0 0 0 0 0
1635094196 15876 0 0 0 0 0 0 0 0 0 0 0 0 0
1635094491 15878 0 0 0 0 0 0 0 0 0 0 0 0 0
1635094568 15880 0 0 0 0 0 0 0 0 0 0 0 0 0
1635099418 15904 0 0 0 0 0 0 0 0 0 0 0 0 0
1635099555 15920 0 0 0 0 0 0 0 0 0 0 0 0 0
1635099698 15954 0 0 0 0 0 0 0 0 0 0 0 0 0
1635099858 15958 0 0 0 0 0 0 0 0 0 0 0 0 0
1635099898 15958 0 0 0 0 0 0 0 0 0 0 0 0 0
1635139373 15969 0 0 0 0 0 0 0 0 0 0 0 0 0
1635140601 16011 0 0 0 0 0 0 0 0 0 0 0 0 0
1635140788 16016 0 0 0 0 0 0 0 0 0 0 0 0 0
1635141619 16034 0 0 0 0 0 0 0 0 0 0 0 0 0
1635151539 16038 0 0 0 0 0 0 0 0 0 0 0 0 0
1635151600 16063 0 0 0 0 0 0 0 0 0 0 0 0 0
1635151627 16066 0 0 0 0 0 0 0 0 0 0 0 0 0
1635160531 16078 0 0 0 0 0 0 0 0 0 0 0 0 0
1635164999 16090 0 0 0 0 0 0 0 0 0 0 0 0 0
1635165300 16109 0 0 0 0 0 0 0 0 0 0 0 0 0
1635165395 16127 0 0 0 0 0 0 0 0 0 0 0 0 0
1635167323 16129 0 0 0 0 0 0 0 0 0 0 0 0 0
1635167690 16132 0 0 0 0 0 0 0 0 0 0 0 0 0
1635171912 16133 0 0 0 0 0 0 0 0 0 0 0 0 0
1635186166 16139 0 0 0 0 0 0 0 0 0 0 0 0 0
1635186289 16274 0 0 0 0 0 0 0 0 0 0 0 0 0
1635186374 16279 0 0 0 0 0 0 0 0 0 0 0 0 0
1635263265 16316 0 0 0 0 0 0 0 0 0 0 0 0 0
