1609775585 1 0 0 0 0
1609780259 2 0 0 0 0
1609856108 3 0 0 0 0
1609856304 4 0 0 0 0
1609856683 5 0 0 0 0
1609857310 6 0 0 0 0
1609864118 7 0 0 0 0
1609864813 7 1 0 0 0
1609976567 8 1 0 0 0
1609976590 9 1 0 0 0
1610042153 9 2 0 0 0
1610174949 10 2 0 0 0
1610808198 11 2 0 0 0
1611078731 12 2 0 0 0
1611079329 13 2 0 0 0
1611384241 14 2 0 0 0
1611400330 14 3 0 0 0
1611407907 14 4 0 0 0
1611411727 14 5 0 0 0
1611411841 14 6 0 0 0
1611562859 14 7 0 0 0
1611569830 14 7 0 1 0
1611575486 14 8 0 1 0
1612023914 14 9 0 1 0
1612024883 14 10 0 1 0
1612030259 15 10 0 1 0
1612369793 16 10 0 1 0
1612385864 16 10 1 1 0
1612386110 16 10 2 1 0
1612386343 16 10 3 1 0
1612612941 16 11 3 1 0
1612694134 16 12 3 1 0
1612696240 16 13 3 1 0
1612696633 16 14 3 1 0
1612708472 17 14 3 1 0
1612737892 17 15 3 1 0
1612737902 17 16 3 1 0
1612802928 17 17 3 1 0
1613031615 17 18 3 1 0
1613031660 17 19 3 1 0
1613032389 17 20 3 1 0
1613032443 17 21 3 1 0
1613032535 17 22 3 1 0
1615715533 18 22 3 1 0
1619857145 18 22 3 1 1
1620498070 18 23 3 1 1
1620498255 18 24 3 1 1
1623254950 19 24 3 1 1
1623256686 20 24 3 1 1
1623269929 21 24 3 1 1
1623569525 22 24 3 1 1
1624883625 23 24 3 1 1
1627928651 24 24 3 1 1
1628016309 25 24 3 1 1
1628016882 26 24 3 1 1
1629063601 27 24 3 1 1
1633627538 28 24 3 1 1
1634897613 29 24 3 1 1
1637420665 29 25 3 1 1
1637420729 29 26 3 1 1
1637429764 29 27 3 1 1
1637762339 29 28 3 1 1
1637763339 29 29 3 1 1
1638032474 29 30 3 1 1
1638032521 29 31 3 1 1
1638040133 29 32 3 1 1
1638042158 30 32 3 1 1
1638043279 31 32 3 1 1
1638044974 32 32 3 1 1
1638045381 33 32 3 1 1
1640098152 34 32 3 1 1
1640100326 35 32 3 1 1
1641632735 35 32 3 2 1
