2021-01-01 223
2021-01-02 223
2021-01-03 223
2021-01-04 223
2021-01-05 223
2021-01-05 225
2021-01-06 225
2021-01-06 227
2021-01-06 231
2021-01-07 227
2021-01-07 231
2021-01-08 227
2021-01-09 227
2021-01-10 227
2021-01-11 227
2021-01-12 227
2021-01-13 227
2021-01-14 227
2021-01-15 227
2021-01-16 225
2021-01-16 227
2021-01-17 225
2021-01-18 225
2021-01-19 225
2021-01-19 226
2021-01-20 226
2021-01-20 230
2021-01-21 226
2021-01-22 226
2021-01-22 227
2021-01-22 230
2021-01-23 230
2021-01-24 230
2021-01-25 230
2021-01-25 234
2021-01-25 235
2021-01-25 237
2021-01-26 230
2021-01-26 237
2021-01-26 238
2021-01-27 230
2021-01-27 237
2021-01-27 238
2021-01-28 230
2021-01-28 239
2021-01-29 230
2021-01-30 230
2021-01-30 231
2021-01-30 232
2021-01-31 232
2021-01-31 239
2021-01-31 240
2021-01-31 242
2021-02-01 232
2021-02-02 232
2021-02-02 242
2021-02-03 232
2021-02-03 238
2021-02-03 241
2021-02-03 242
2021-02-04 242
2021-02-05 242
2021-02-06 242
2021-02-07 242
2021-02-07 243
2021-02-08 241
2021-02-08 243
2021-02-09 241
2021-02-10 241
2021-02-11 241
2021-02-12 241
2021-02-13 241
2021-02-14 241
2021-02-15 241
2021-02-16 241
2021-02-17 241
2021-02-18 241
2021-02-19 241
2021-02-20 241
2021-02-21 241
2021-02-22 241
2021-02-23 241
2021-02-24 241
2021-02-25 241
2021-02-26 241
2021-02-27 241
2021-02-28 241
2021-03-01 241
2021-03-02 241
2021-03-03 241
2021-03-03 242
2021-03-03 243
2021-03-04 243
2021-03-05 243
2021-03-06 243
2021-03-07 243
2021-03-08 243
2021-03-09 243
2021-03-10 243
2021-03-11 243
2021-03-11 245
2021-03-11 247
2021-03-12 247
2021-03-13 247
2021-03-14 247
2021-03-15 247
2021-03-16 247
2021-03-17 247
2021-03-18 247
2021-03-19 247
2021-03-20 247
2021-03-21 247
2021-03-22 247
2021-03-23 247
2021-03-24 247
2021-03-25 247
2021-03-26 247
2021-03-27 247
2021-03-28 247
2021-03-29 247
2021-03-30 247
2021-03-31 247
2021-04-01 247
2021-04-02 247
2021-04-03 253
2021-04-04 253
2021-04-05 253
2021-04-06 253
2021-04-07 253
2021-04-07 254
2021-04-08 253
2021-04-09 253
2021-04-10 253
2021-04-10 254
2021-04-10 255
2021-04-11 254
2021-04-11 256
2021-04-11 257
2021-04-12 257
2021-04-13 257
2021-04-14 257
2021-04-15 257
2021-04-16 257
2021-04-17 257
2021-04-18 257
2021-04-19 257
2021-04-19 258
2021-04-20 258
2021-04-21 258
2021-04-22 258
2021-04-23 258
2021-04-24 258
2021-04-25 258
2021-04-26 258
2021-04-27 258
2021-04-28 258
