1634371633 0 51 0 0 0
1635055555 0 65 0 0 0
1636725109 13 65 0 0 0
1636725575 29 65 0 0 0
1636744522 966 65 0 0 0
1636745237 4002 65 0 0 0
1636747301 4008 65 0 0 0
1636749415 7112 65 0 0 0
1636750032 7113 65 0 0 0
1636750626 7113 946 0 0 0
1636754207 7113 1025 0 0 0
1636754486 7113 1027 0 0 0
1636754558 7113 1040 0 0 0
1636933645 7113 4125 0 0 0
1636961293 7113 5006 0 0 0
1636962751 7113 5609 0 0 0
1636977862 7113 5615 0 0 0
1636977923 7113 5615 271 0 0
1636996161 7113 5658 271 0 0
1636997028 7113 5667 271 0 0
1637000836 7113 5675 271 0 0
1637000895 7113 5675 1152 0 0
1637138511 7113 5717 1152 0 0
1637138586 7113 5717 2033 0 0
1637220813 7113 5805 2033 0 0
1637221101 7113 5808 2033 0 0
1637221823 7113 5812 2033 0 0
1637222308 7113 5816 2033 0 0
1637222959 7113 5821 2033 0 0
1637245093 7113 5847 2033 0 0
1637251828 7113 5851 2033 0 0
1637251895 7113 5851 2914 0 0
1637331984 7113 5854 2914 0 0
1637570011 7113 5854 6784 0 0
1637773188 7113 5859 6784 0 0
1637793028 7113 5874 6784 0 0
1637793116 7113 5874 9303 0 0
1637829227 7113 5874 11074 0 0
1637855760 7113 5876 11074 0 0
1637855901 7113 5876 11078 0 0
1637856991 7113 5876 11082 0 0
1637857618 7113 5890 11082 0 0
1637857689 7113 5890 13602 0 0
1637859070 7113 5892 13602 0 0
1637859142 7113 5892 15466 0 0
1637859972 7113 5894 15466 0 0
1637915617 7113 5894 15467 0 0
1637948287 7113 5900 15467 0 0
1637948357 7113 5900 18552 0 0
1637963849 7113 5900 18553 0 0
1637975962 7113 5900 18554 0 0
1638173192 7113 5924 18554 0 0
1638173531 7113 5926 18554 0 0
1638173622 7113 5926 19710 0 0
1638173842 7113 6479 19710 0 0
1638202516 7113 6483 19710 0 0
1638202603 7113 6483 22230 0 0
1638211778 7113 6484 22230 0 0
1638213999 7113 6520 22230 0 0
1638239296 7113 6520 22231 0 0
1638253761 7113 6520 22233 0 0
1638264458 7113 6520 22233 1 0
1638326584 7113 6520 22234 1 0
1638343484 7113 6520 22236 1 0
1638385864 7113 6520 22236 1 1
1638412853 7113 6520 22238 1 1
1638429980 7113 6520 25802 1 1
1638758539 7113 6520 25803 1 1
1639363363 7113 6520 25804 1 1
1639380376 7113 6520 28845 1 1
1639536129 7113 6520 28846 1 1
1639862104 7113 7676 28846 1 1
1639978080 7113 8832 28846 1 1
1639982867 7113 8833 28846 1 1
1639983858 7113 8834 28846 1 1
1639983927 7113 8834 29724 1 1
1640071602 7113 8834 32692 1 1
1640107880 7113 8834 32692 2 1
1640107946 7113 8834 35774 2 1
1640109297 7113 8859 35774 2 1
1640109371 7113 8860 35774 2 1
1640156600 7488 8860 35774 2 1
1640157496 7489 8860 35774 2 1
1640312959 7489 8860 35775 2 1
1640330768 7489 8860 35777 2 1
1640374307 7524 8860 35777 2 1
1640374822 7537 8860 35777 2 1
1640375506 7538 8860 35777 2 1
1640375628 7538 8860 35777 2 1
1640375698 7538 8860 39681 2 1
1640386578 7635 8860 39681 2 1
1640386653 7635 8860 42813 2 1
1640434215 7645 8860 42813 2 1
1640434304 7645 8860 46719 2 1
1640435202 7647 8860 46719 2 1
1640438462 7673 8860 46719 2 1
1640448602 7675 8860 46719 2 1
1640505946 7679 8860 46719 2 1
1640526051 7685 8860 46719 2 1
1640539145 7685 8887 46719 2 1
1640573114 7685 8887 46721 2 1
1640596945 7685 8887 46722 2 1
1640597116 7685 8888 46722 2 1
1640607339 7700 8888 46722 2 1
1640631101 7767 8888 46722 2 1
1640633929 7796 8888 46722 2 1
1640635807 7799 8888 46722 2 1
1640638258 7812 8888 46722 2 1
1640638681 7817 8888 46722 2 1
1640659494 7817 8888 46723 2 1
1640676051 7841 8888 46723 2 1
1640679982 7844 8888 46723 2 1
1640687451 7844 8888 46735 2 1
1640693514 7869 8888 46735 2 1
1640700165 7933 8888 46735 2 1
1640705158 7938 8888 46735 2 1
1640706672 7953 8888 46735 2 1
1640707424 7960 8888 46735 2 1
1640727768 7983 8888 46735 2 1
1640730372 7990 8888 46735 2 1
1640730667 7995 8888 46735 2 1
1640745868 7995 8888 46736 2 1
1640761150 8016 8888 46736 2 1
1640761576 8019 8888 46736 2 1
1640761653 8021 8888 46736 2 1
1640761863 8022 8888 46736 2 1
1640762718 8022 8888 46740 2 1
1640763222 8027 8888 46740 2 1
1640767461 8033 8888 46740 2 1
1640767475 8038 8888 46740 2 1
1640770414 8053 8888 46740 2 1
1640772357 8074 8888 46740 2 1
1640773872 8079 8888 46740 2 1
1640774253 8082 8888 46740 2 1
1640780057 8091 8888 46740 2 1
1640846442 8130 8888 46740 2 1
1640847017 8135 8888 46740 2 1
1640848729 8186 8888 46740 2 1
1640852537 8190 8888 46740 2 1
1640852790 8197 8888 46740 2 1
1640887022 8224 8888 46740 2 1
1640888618 8241 8888 46740 2 1
1640913594 8241 8893 46740 2 1
1640934523 8252 8893 46740 2 1
1640964695 8252 8893 46743 2 1
1640969879 8255 8893 46743 2 1
1640973963 8255 8894 46743 2 1
1640974037 8255 8894 46744 2 1
1641075448 8255 8900 46744 2 1
