1589264300 393 24 0 111 194 119 1 114 0 83 40 0 57 0 0 0 0 0 10 31
1589282306 393 24 0 111 194 119 1 114 0 83 40 0 57 0 0 0 0 0 10 31
1589290727 394 24 0 111 194 119 1 114 0 83 40 0 57 0 0 0 0 0 10 31
1589291530 394 24 1 111 194 119 1 114 0 83 40 0 57 0 0 0 0 0 10 31
1589296521 394 24 2 111 194 119 1 114 0 83 40 0 57 0 0 0 0 0 10 31
1589299187 394 24 2 111 194 120 1 114 0 83 40 0 57 0 0 0 0 0 10 31
1589299198 394 24 2 111 194 121 1 114 0 83 40 0 57 0 0 0 0 0 10 31
1589300034 394 24 2 111 194 122 1 114 0 83 40 0 57 0 0 0 0 0 10 31
1589303144 394 24 2 111 194 123 1 114 0 83 40 0 57 0 0 0 0 0 10 31
1589303223 395 24 2 111 194 123 1 114 0 83 40 0 57 0 0 0 0 0 10 31
1589303656 396 24 2 111 194 123 1 114 0 83 40 0 57 0 0 0 0 0 10 31
1589303664 397 24 2 111 194 123 1 114 0 83 40 0 57 0 0 0 0 0 10 31
1589304907 398 24 2 111 194 123 1 114 0 83 40 0 57 0 0 0 0 0 10 31
1589304979 399 24 2 111 194 123 1 114 0 83 40 0 57 0 0 0 0 0 10 31
1589306843 399 24 2 111 194 123 1 114 0 83 40 0 58 0 0 0 0 0 10 31
1589309632 399 24 3 111 194 123 1 114 0 83 40 0 58 0 0 0 0 0 10 31
1589311253 399 24 4 111 194 123 1 114 0 83 40 0 58 0 0 0 0 0 10 31
1589349437 400 24 4 111 194 123 1 114 0 83 40 0 58 0 0 0 0 0 10 31
1589360284 400 24 5 111 194 123 1 114 0 83 40 0 58 0 0 0 0 0 10 31
1589360308 400 24 6 111 194 123 1 114 0 83 40 0 58 0 0 0 0 0 10 31
1589361229 400 24 7 111 194 123 1 114 0 83 40 0 58 0 0 0 0 0 10 31
1589361956 400 24 8 111 194 123 1 114 0 83 40 0 58 0 0 0 0 0 10 31
1589363833 400 24 9 111 194 123 1 114 0 83 40 0 58 0 0 0 0 0 10 31
1589365833 400 24 9 111 195 123 1 114 0 83 40 0 58 0 0 0 0 0 10 31
1589368306 400 24 9 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589369467 401 24 9 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589374910 402 24 9 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589374936 403 24 9 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589391511 404 24 9 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589398926 404 24 9 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589437858 405 24 9 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589437864 406 24 9 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589438446 406 24 9 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589439947 407 24 9 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589440372 408 24 9 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589443198 409 24 9 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589443445 410 24 9 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589456881 411 24 9 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589462380 412 24 9 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589468637 412 24 10 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589469287 413 24 10 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589469387 414 24 10 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589471299 415 24 10 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589471865 416 24 10 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589472208 416 24 11 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589472356 417 24 11 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589472361 418 24 11 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589472939 419 24 11 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589473735 419 24 12 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589480099 419 24 13 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589483190 420 24 13 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589484550 421 24 13 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589485282 422 24 13 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589485707 422 24 13 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589486804 422 24 14 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589488501 422 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589489083 423 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589490220 424 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589493627 425 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589493788 426 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589494259 427 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589519273 428 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589520304 429 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589528926 430 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589529051 431 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589529138 432 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589530176 433 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589531624 434 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589531816 435 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589535919 436 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589538141 436 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589538716 437 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589538736 438 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589539198 439 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589539211 440 24 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589544705 440 25 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589563066 440 25 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589564954 440 25 15 111 195 123 1 114 0 83 40 0 59 0 0 0 0 0 10 31
1589565684 440 25 15 111 195 123 1 114 0 83 40 0 60 0 0 0 0 0 10 31
1589565971 440 25 15 111 195 123 1 114 0 83 40 0 61 0 0 0 0 0 10 31
1589572974 440 25 15 111 195 123 1 114 0 84 40 0 61 0 0 0 0 0 10 31
1589573020 440 25 15 111 195 123 1 114 0 84 40 0 62 0 0 0 0 0 10 31
1589581765 440 25 16 111 195 123 1 114 0 84 40 0 62 0 0 0 0 0 10 31
1589604045 441 25 16 111 195 123 1 114 0 84 40 0 62 0 0 0 0 0 10 31
1589609355 441 25 16 111 195 123 1 114 0 84 40 0 63 0 0 0 0 0 10 31
1589610170 442 25 16 111 195 123 1 114 0 84 40 0 63 0 0 0 0 0 10 31
1589610740 443 25 16 111 195 123 1 114 0 84 40 0 63 0 0 0 0 0 10 31
1589611155 444 25 16 111 195 123 1 114 0 84 40 0 63 0 0 0 0 0 10 31
1589615290 444 26 16 111 195 123 1 114 0 84 40 0 63 0 0 0 0 0 10 31
1589618122 445 26 16 111 195 123 1 114 0 84 40 0 63 0 0 0 0 0 10 31
1589618693 446 26 16 111 195 123 1 114 0 84 40 0 63 0 0 0 0 0 10 31
1589618779 447 26 16 111 195 123 1 114 0 84 40 0 63 0 0 0 0 0 10 31
1589618855 448 26 16 111 195 123 1 114 0 84 40 0 63 0 0 0 0 0 10 31
1589625551 448 26 16 111 195 123 1 114 0 84 40 0 64 0 0 0 0 0 10 31
1589631794 449 26 16 111 195 123 1 114 0 84 40 0 64 0 0 0 0 0 10 31
1589632367 450 26 16 111 195 123 1 114 0 84 40 0 64 0 0 0 0 0 10 31
1589635737 450 26 16 111 195 123 1 114 0 85 40 0 64 0 0 0 0 0 10 31
1589635780 450 26 17 111 195 123 1 114 0 85 40 0 64 0 0 0 0 0 10 31
1589640657 451 26 17 111 195 123 1 114 0 85 40 0 64 0 0 0 0 0 10 31
1589640881 452 26 17 111 195 123 1 114 0 85 40 0 64 0 0 0 0 0 10 31
1589641526 452 26 18 111 195 123 1 114 0 85 40 0 64 0 0 0 0 0 10 31
1589642438 452 26 18 111 195 123 1 114 0 86 40 0 64 0 0 0 0 0 10 31
1589646116 453 26 18 111 195 123 1 114 0 86 40 0 64 0 0 0 0 0 10 31
1589649476 454 26 18 111 195 123 1 114 0 86 40 0 64 0 0 0 0 0 10 31
1589651134 454 26 19 111 195 123 1 114 0 86 40 0 64 0 0 0 0 0 10 31
1589651139 454 26 20 111 195 123 1 114 0 86 40 0 64 0 0 0 0 0 10 31
1589651170 455 26 20 111 195 123 1 114 0 86 40 0 64 0 0 0 0 0 10 31
1589653624 455 27 20 111 195 123 1 114 0 86 40 0 64 0 0 0 0 0 10 31
1589654431 456 27 20 111 195 123 1 114 0 86 40 0 64 0 0 0 0 0 10 31
1589656365 457 27 20 111 195 123 1 114 0 86 40 0 64 0 0 0 0 0 10 31
1589666908 457 28 20 111 195 123 1 114 0 86 40 0 64 0 0 0 0 0 10 31
1589666949 457 28 20 111 195 123 1 114 0 87 40 0 64 0 0 0 0 0 10 31
1589666997 457 28 20 111 195 123 1 114 0 88 40 0 64 0 0 0 0 0 10 31
1589689581 457 28 20 111 195 123 1 114 0 89 40 0 64 0 0 0 0 0 10 31
1589694429 457 29 20 111 195 123 1 114 0 89 40 0 64 0 0 0 0 0 10 31
1589694757 458 29 20 111 195 123 1 114 0 89 40 0 64 0 0 0 0 0 10 31
1589697320 458 30 20 111 195 123 1 114 0 89 40 0 64 0 0 0 0 0 10 31
1589714574 458 30 20 111 195 123 1 114 0 89 40 0 64 0 0 0 0 0 10 31
1589718545 458 30 20 111 195 123 1 114 0 89 40 0 65 0 0 0 0 0 10 31
1589734135 459 30 20 111 195 123 1 114 0 89 40 0 65 0 0 0 0 0 10 31
1589735074 460 30 20 111 195 123 1 114 0 89 40 0 65 0 0 0 0 0 10 31
1589738410 461 30 20 111 195 123 1 114 0 89 40 0 65 0 0 0 0 0 10 31
1589741964 462 30 20 111 195 123 1 114 0 89 40 0 65 0 0 0 0 0 10 31
1589756572 462 30 21 111 195 123 1 114 0 89 40 0 65 0 0 0 0 0 10 31
1589782388 462 31 21 111 195 123 1 114 0 89 40 0 65 0 0 0 0 0 10 31
1589788976 463 31 21 111 195 123 1 114 0 89 40 0 65 0 0 0 0 0 10 31
1589790202 464 31 21 111 195 123 1 114 0 89 40 0 65 0 0 0 0 0 10 31
1589810875 464 32 21 111 195 123 1 114 0 89 40 0 65 0 0 0 0 0 10 31
1589814433 464 32 21 111 195 123 1 114 0 89 40 0 65 0 0 0 0 0 10 31
1589820617 464 32 22 111 195 123 1 114 0 89 40 0 65 0 0 0 0 0 10 31
1589821550 464 32 23 111 195 123 1 114 0 89 40 0 65 0 0 0 0 0 10 31
1589871842 464 32 23 111 195 123 2 114 0 89 40 0 65 0 0 0 0 0 10 31
1589871927 464 33 23 111 195 123 2 114 0 89 40 0 65 0 0 0 0 0 10 31
1589883511 464 33 23 111 195 123 2 114 0 89 40 0 65 0 0 0 0 0 10 31
1589884074 464 33 23 111 195 123 2 114 0 89 40 0 65 0 0 0 0 0 10 31
1589884455 464 33 23 111 195 123 2 114 0 89 40 0 65 0 0 0 0 0 10 31
1589886817 465 33 23 111 195 123 2 114 0 89 40 0 65 0 0 0 0 0 10 31
1589886835 466 33 23 111 195 123 2 114 0 89 40 0 65 0 0 0 0 0 10 31
1589888808 466 33 23 111 195 124 2 114 0 89 40 0 65 0 0 0 0 0 10 31
1589888813 466 33 23 111 195 125 2 114 0 89 40 0 65 0 0 0 0 0 10 31
1589893637 466 33 24 111 195 125 2 114 0 89 40 0 65 0 0 0 0 0 10 31
1589898439 466 33 25 111 195 125 2 114 0 89 40 0 65 0 0 0 0 0 10 31
1589899672 466 34 25 111 195 125 2 114 0 89 40 0 65 0 0 0 0 0 10 31
1589899898 466 34 26 111 195 125 2 114 0 89 40 0 65 0 0 0 0 0 10 31
