1584811193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584811316 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584814948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584815095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584817789 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584824506 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584858020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584859149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584861299 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584862608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584863091 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584865834 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584868908 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584870354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584873697 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584874185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584874984 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584875153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584875233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584877815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584882702 0 0 0 0 122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584883539 0 0 0 0 122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584883910 0 0 0 0 638 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584883968 0 0 0 0 638 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584884006 0 0 0 0 639 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584884402 0 0 0 0 639 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584884891 0 0 0 0 639 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584885016 0 0 0 0 639 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584886595 0 0 0 0 666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584889511 0 0 0 0 684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584891824 0 0 0 0 684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584892775 0 0 0 0 708 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584892833 0 0 0 0 714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584892922 0 0 0 0 715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584893602 0 0 0 0 715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1584894292 0 0 0 0 715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19
1584899493 0 0 0 0 715 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19
1584911198 0 0 0 0 715 867 0 0 0 0 0 0 0 0 0 0 0 0 0 19
1584917244 0 0 0 0 715 1073 0 0 0 0 0 0 0 0 0 0 0 0 0 19
1584923909 0 0 0 0 715 1073 0 0 0 0 0 0 0 0 0 0 0 0 0 72
1584942799 0 0 0 0 715 1073 0 0 0 0 0 0 0 0 0 0 0 0 0 72
1584943795 0 0 0 0 715 1073 0 0 0 0 0 0 0 0 0 0 0 0 0 72
1584945401 0 0 0 0 715 1073 0 0 0 0 0 0 0 0 0 0 0 0 0 72
1584959486 0 0 0 0 719 1073 0 0 0 0 0 0 0 0 0 0 0 0 0 72
