1611650121 496 0 0 0
1612389094 496 0 0 21
1616237911 496 47 0 21
1616237924 496 50 0 21
1616237934 496 52 0 21
1616237960 496 55 0 21
1616240013 599 55 0 21
1616240067 599 55 0 21
1616240507 673 55 0 21
1616241783 673 55 0 21
1616328295 694 55 0 21
1616329399 710 55 0 21
1616329818 711 55 0 21
1637766533 942 55 0 21
1637767923 948 55 0 21
1637771126 948 55 3 21
1637771890 948 55 5 21
1637851383 1130 55 5 21
1637851984 1131 55 5 21
1637950146 1153 55 5 21
1637951752 1298 55 5 21
1637952208 1322 55 5 21
1643875203 1494 55 5 21
